fasta_id	enzyme_id	pdb_path	function_logit_path	donor_compounds	donor_type	donor_carrier	acceptor_superclasses
Nsin_UGT_KAA8518091.1	Nsin_NsUGT_KAA8518091.1	UGT_structures/Nsin_UGT_KAA8518091.1/AF-A0A5J4ZLZ3-F1-model_v6.pdb	UGT_structures/Nsin_UGT_KAA8518091.1/Nsin_UGT_KAA8518091.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Diterpenoids
Ntab_GT1_NP_001312584.1	Ntab_NTGT1_NP_001312584.1	UGT_structures/Ntab_GT1_NP_001312584.1/AF-Q94IF1-F1-model_v6.pdb	UGT_structures/Ntab_GT1_NP_001312584.1/Ntab_GT1_NP_001312584.1_function_logits_structure_steps10.pt				Coumarins;Flavonoids;Phenanthrenoids
Ntab_GT1_NP_001313198.1	Ntab_NTGT1_NP_001313198.1	UGT_structures/Ntab_GT1_NP_001313198.1/AF-Q94IF2-F1-model_v6.pdb	UGT_structures/Ntab_GT1_NP_001313198.1/Ntab_GT1_NP_001313198.1_function_logits_structure_steps10.pt				Coumarins;Flavonoids
Ntab_TOGT1_AAK28303.1	Ntab_TOGT1_AAK28303.1	UGT_structures/Ntab_TOGT1_AAK28303.1/AF-Q9AT54-F1-model_v6.pdb	UGT_structures/Ntab_TOGT1_AAK28303.1/Ntab_TOGT1_AAK28303.1_function_logits_structure_steps10.pt				Phenylpropanoids (C6-C3)
Ntab_UGT91R1_XP_016441370.1	Ntab_NtUGT91R1_XP_016441370.1	UGT_structures/Ntab_UGT91R1_XP_016441370.1/AF-A0A1S3XN18-F1-model_v6.pdb	UGT_structures/Ntab_UGT91R1_XP_016441370.1/Ntab_UGT91R1_XP_016441370.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-Arabinose	pentose	UDP	
Ntab_hGT_BAB11980.1	Ntab_hGT_BAB11980.1	UGT_structures/Ntab_hGT_BAB11980.1/AF-Q9FZL3-F1-model_v6.pdb	UGT_structures/Ntab_hGT_BAB11980.1/Ntab_hGT_BAB11980.1_function_logits_structure_steps10.pt	UDP-Gal	hexose	UDP	
Ofra_UGT85A84_AYN74351.1	Ofra_UGT85A84_AYN74351.1	UGT_structures/Ofra_UGT85A84_AYN74351.1/AF-A0A3G2LMM3-F1-model_v6.pdb	UGT_structures/Ofra_UGT85A84_AYN74351.1/Ofra_UGT85A84_AYN74351.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Osat_79_Q7XT97	Osat_OsUGT79_Q7XT97	UGT_structures/Osat_79_Q7XT97/AF-Q7XT97-F1-model_v6.pdb	UGT_structures/Osat_79_Q7XT97/Osat_79_Q7XT97_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids;Meroterpenoids;Phenolic acids (C6-C1);Sesquiterpenoids
Osat_CGT_C3W7B0	Osat_OsCGT_C3W7B0	UGT_structures/Osat_CGT_C3W7B0/AF-C3W7B0-F1-model_v6.pdb	UGT_structures/Osat_CGT_C3W7B0/Osat_CGT_C3W7B0_function_logits_structure_steps10.pt				Flavonoids
Osat_EDR1_AAG31141.1	Osat_EDR1_AAG31141.1	UGT_structures/Osat_EDR1_AAG31141.1/AF-Q9FPR5-F1-model_v6.pdb	UGT_structures/Osat_EDR1_AAG31141.1/Osat_EDR1_AAG31141.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Osat_GSA1_A0A8K1HD91	Osat_GSA1_A0A8K1HD91	UGT_structures/Osat_GSA1_A0A8K1HD91/AF-A0A8K1HD91-F1-model_v6.pdb	UGT_structures/Osat_GSA1_A0A8K1HD91/Osat_GSA1_A0A8K1HD91_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Phenylpropanoids (C6-C3)
Osat_GT1_C0LT23	Osat_OsGT1_C0LT23	UGT_structures/Osat_GT1_C0LT23/AF-C0LT23-F1-model_v6.pdb	UGT_structures/Osat_GT1_C0LT23/Osat_GT1_C0LT23_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Osat_GT1_P30298	Osat_OsGT1_P30298	UGT_structures/Osat_GT1_P30298/AF-P30298-F1-model_v6.pdb	UGT_structures/Osat_GT1_P30298/Osat_GT1_P30298_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Osat_GT2_Q6H765	Osat_OsGT2_Q6H765	UGT_structures/Osat_GT2_Q6H765/AF-Q6H765-F1-model_v6.pdb	UGT_structures/Osat_GT2_Q6H765/Osat_GT2_Q6H765_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Osat_GT3_Q2QXP0	Osat_OsGT3_Q2QXP0	UGT_structures/Osat_GT3_Q2QXP0/AF-Q2QXP0-F1-model_v6.pdb	UGT_structures/Osat_GT3_Q2QXP0/Osat_GT3_Q2QXP0_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Osat_GT4_Q5VMI0	Osat_OsGT4_Q5VMI0	UGT_structures/Osat_GT4_Q5VMI0/AF-Q5VMI0-F1-model_v6.pdb	UGT_structures/Osat_GT4_Q5VMI0/Osat_GT4_Q5VMI0_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Osat_GT5_A3BK75	Osat_OsGT5_A3BK75	UGT_structures/Osat_GT5_A3BK75/AF-A3BK75-F1-model_v6.pdb	UGT_structures/Osat_GT5_A3BK75/Osat_GT5_A3BK75_function_logits_structure_steps10.pt	UDP-Gal;UDP-glucose	hexose	UDP	Flavonoids
Osat_IAGT1_Q0D7J3	Osat_OsIAGT1_Q0D7J3	UGT_structures/Osat_IAGT1_Q0D7J3/AF-Q0D7J3-F1-model_v6.pdb	UGT_structures/Osat_IAGT1_Q0D7J3/Osat_IAGT1_Q0D7J3_function_logits_structure_steps10.pt				Tryptophan alkaloids
Osat_SGT1_Q0JL44	Osat_OsSGT1_Q0JL44	UGT_structures/Osat_SGT1_Q0JL44/AF-Q0JL44-F1-model_v6.pdb	UGT_structures/Osat_SGT1_Q0JL44/Osat_SGT1_Q0JL44_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1)
Osat_UGT706C1_A0A0P0V7W6	Osat_UGT706C1_A0A0P0V7W6	UGT_structures/Osat_UGT706C1_A0A0P0V7W6/AF-A0A0P0V7W6-F1-model_v6.pdb	UGT_structures/Osat_UGT706C1_A0A0P0V7W6/Osat_UGT706C1_A0A0P0V7W6_function_logits_structure_steps10.pt				Flavonoids
Osat_UGT706D1_Q0DAZ7	Osat_OsUGT706D1_Q0DAZ7	UGT_structures/Osat_UGT706D1_Q0DAZ7/AF-Q0DAZ7-F1-model_v6.pdb	UGT_structures/Osat_UGT706D1_Q0DAZ7/Osat_UGT706D1_Q0DAZ7_function_logits_structure_steps10.pt				Flavonoids
Osat_UGT706D1_Q942B3	Osat_UGT706D1_Q942B3	UGT_structures/Osat_UGT706D1_Q942B3/AF-Q942B3-F1-model_v6.pdb	UGT_structures/Osat_UGT706D1_Q942B3/Osat_UGT706D1_Q942B3_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids;Phenolic acids (C6-C1)
Osat_UGT707A2_A0A0P0V7W1	Osat_OsUGT707A2_A0A0P0V7W1	UGT_structures/Osat_UGT707A2_A0A0P0V7W1/AF-A0A0P0V7W1-F1-model_v6.pdb	UGT_structures/Osat_UGT707A2_A0A0P0V7W1/Osat_UGT707A2_A0A0P0V7W1_function_logits_structure_steps10.pt				Flavonoids
Osat_UGT707A3_A3BK38	Osat_UGT707A3_A3BK38	UGT_structures/Osat_UGT707A3_A3BK38/AF-A3BK38-F1-model_v6.pdb	UGT_structures/Osat_UGT707A3_A3BK38/Osat_UGT707A3_A3BK38_function_logits_structure_steps10.pt				Flavonoids
Osat_UGT709A4_A0A0P0X674	Osat_UGT709A4_A0A0P0X674	UGT_structures/Osat_UGT709A4_A0A0P0X674/AF-A0A0P0X674-F1-model_v6.pdb	UGT_structures/Osat_UGT709A4_A0A0P0X674/Osat_UGT709A4_A0A0P0X674_function_logits_structure_steps10.pt				Isoflavonoids
Osat_XAT2_Q6ZFR0	Osat_OsXAT2_Q6ZFR0	UGT_structures/Osat_XAT2_Q6ZFR0/AF-Q6ZFR0-F1-model_v6.pdb	UGT_structures/Osat_XAT2_Q6ZFR0/Osat_XAT2_Q6ZFR0_function_logits_structure_steps10.pt	UDP-Araf	pentose	UDP	Saccharides
Osat_XXAT1_UVC67027.1	Osat_OsXXAT1_UVC67027.1	UGT_structures/Osat_XXAT1_UVC67027.1/AF-A0A976SMA0-F1-model_v6.pdb	UGT_structures/Osat_XXAT1_UVC67027.1/Osat_XXAT1_UVC67027.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-Araf	pentose	UDP	
Osat_XYXT1_Q5Z8T8	Osat_XYXT1_Q5Z8T8	UGT_structures/Osat_XYXT1_Q5Z8T8/AF-Q5Z8T8-F1-model_v6.pdb	UGT_structures/Osat_XYXT1_Q5Z8T8/Osat_XYXT1_Q5Z8T8_function_logits_structure_steps10.pt	UDP - Xyl	pentose	UDP	Saccharides
Papp_UGT1_QMU23733.1	Papp_PaUGT1_QMU23733.1	UGT_structures/Papp_UGT1_QMU23733.1/AF-A0A7G4WF17-F1-model_v6.pdb	UGT_structures/Papp_UGT1_QMU23733.1/Papp_UGT1_QMU23733.1_function_logits_structure_steps10.pt				Flavonoids
Pdul_UGT85A19_ABV68925.1	Pdul_PdUGT85A19_ABV68925.1	UGT_structures/Pdul_UGT85A19_ABV68925.1/AF-B2XBQ5-F1-model_v6.pdb	UGT_structures/Pdul_UGT85A19_ABV68925.1/Pdul_UGT85A19_ABV68925.1_function_logits_structure_steps10.pt				Amino acid glycosides;Small peptides
Pfru_3r45gt_BAA36421.1	Pfru_3r45gt_BAA36421.1	UGT_structures/Pfru_3r45gt_BAA36421.1/AF-Q9ZR27-F1-model_v6.pdb	UGT_structures/Pfru_3r45gt_BAA36421.1/Pfru_3r45gt_BAA36421.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Pfru_UGT88D7_BAG31948.1	Pfru_UGT88D7_BAG31948.1	UGT_structures/Pfru_UGT88D7_BAG31948.1/AF-B2NID2-F1-model_v6.pdb	UGT_structures/Pfru_UGT88D7_BAG31948.1/Pfru_UGT88D7_BAG31948.1_function_logits_structure_steps10.pt	UDP-glucuronic acid	hexose_derivative	UDP	Coumarins;Flavonoids;Isoflavonoids;Lignans;Polycyclic aromatic polyketides
Pgin_UGT71G1_QEA68979.1	Pgin_UGT71G1_QEA68979.1	UGT_structures/Pgin_UGT71G1_QEA68979.1/AF-A0A7G3KFN9-F1-model_v6.pdb	UGT_structures/Pgin_UGT71G1_QEA68979.1/Pgin_UGT71G1_QEA68979.1_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids
Pgin_UGT73A18_QEA68968.1	Pgin_UGT73A18_QEA68968.1	UGT_structures/Pgin_UGT73A18_QEA68968.1/AF-A0A7G3KFD0-F1-model_v6.pdb	UGT_structures/Pgin_UGT73A18_QEA68968.1/Pgin_UGT73A18_QEA68968.1_function_logits_structure_steps10.pt				Flavonoids
Pgin_UGT74AE2_AGR44631.1	Pgin_PgUGT74AE2_AGR44631.1	UGT_structures/Pgin_UGT74AE2_AGR44631.1/AF-A0A0A6ZFR4-F1-model_v6.pdb	UGT_structures/Pgin_UGT74AE2_AGR44631.1/Pgin_UGT74AE2_AGR44631.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Pgin_UGT74T4_QEA68972.1	Pgin_UGT74T4_QEA68972.1	UGT_structures/Pgin_UGT74T4_QEA68972.1/AF-A0A7G3KE44-F1-model_v6.pdb	UGT_structures/Pgin_UGT74T4_QEA68972.1/Pgin_UGT74T4_QEA68972.1_function_logits_structure_steps10.pt				Flavonoids
Pgin_UGT75W1_QEA68973.1	Pgin_UGT75W1_QEA68973.1	UGT_structures/Pgin_UGT75W1_QEA68973.1/AF-A0A7G3KHF2-F1-model_v6.pdb	UGT_structures/Pgin_UGT75W1_QEA68973.1/Pgin_UGT75W1_QEA68973.1_function_logits_structure_steps10.pt				Flavonoids
Pgin_UGT94Q4_AKA44580.1	Pgin_UGT94Q4_AKA44580.1	UGT_structures/Pgin_UGT94Q4_AKA44580.1/AF-A0A0D5ZD60-F1-model_v6.pdb	UGT_structures/Pgin_UGT94Q4_AKA44580.1/Pgin_UGT94Q4_AKA44580.1_function_logits_structure_steps10.pt				Flavonoids
Pgin_UGTPg100_AKQ76388	Pgin_UGTPg100_AKQ76388	UGT_structures/Pgin_UGTPg100_AKQ76388/AF-A0A0K0PVW1-F1-model_v6.pdb	UGT_structures/Pgin_UGTPg100_AKQ76388/Pgin_UGTPg100_AKQ76388_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Pgin_UGTPg1_AIE12479.1	Pgin_UGTPg1_AIE12479.1	UGT_structures/Pgin_UGTPg1_AIE12479.1/AF-A0A068J840-F1-model_v6.pdb	UGT_structures/Pgin_UGTPg1_AIE12479.1/Pgin_UGTPg1_AIE12479.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Triterpenoids
Pgin_UGTPg29_AKA44579.1	Pgin_UGTPg29_AKA44579.1	UGT_structures/Pgin_UGTPg29_AKA44579.1/AF-A0A0A6ZFY4-F1-model_v6.pdb	UGT_structures/Pgin_UGTPg29_AKA44579.1/Pgin_UGTPg29_AKA44579.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Pgin_UGTPg45_AKA44586.1	Pgin_UGTPg45_AKA44586.1	UGT_structures/Pgin_UGTPg45_AKA44586.1/AF-A0A0D5ZDC8-F1-model_v6.pdb	UGT_structures/Pgin_UGTPg45_AKA44586.1/Pgin_UGTPg45_AKA44586.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Pgla_UGT5_ACL36485.1	Pgla_PgUGT5_ACL36485.1	UGT_structures/Pgla_UGT5_ACL36485.1/AF-B8YDY5-F1-model_v6.pdb	UGT_structures/Pgla_UGT5_ACL36485.1/Pgla_UGT5_ACL36485.1_function_logits_structure_steps10.pt				Flavonoids
Pgra_UGT73AL1_OWM79218.1	Pgra_PgUGT73AL1_OWM79218.1	UGT_structures/Pgra_UGT73AL1_OWM79218.1/AF-A0A218X343-F1-model_v6.pdb	UGT_structures/Pgra_UGT73AL1_OWM79218.1/Pgra_UGT73AL1_OWM79218.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Pgra_UGT76Z1_XP_031382549.1	Pgra_PgUGT76Z1_XP_031382549.1	UGT_structures/Pgra_UGT76Z1_XP_031382549.1/AF-A0A218WCT2-F1-model_v6.pdb	UGT_structures/Pgra_UGT76Z1_XP_031382549.1/Pgra_UGT76Z1_XP_031382549.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Pgra_UGT84A23_ANN02875.1	Pgra_PgUGT84A23_ANN02875.1	UGT_structures/Pgra_UGT84A23_ANN02875.1/AF-A0A193AUF6-F1-model_v6.pdb	UGT_structures/Pgra_UGT84A23_ANN02875.1/Pgra_UGT84A23_ANN02875.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids;Phenolic acids (C6-C1);Phenylpropanoids (C6-C3)
Pgra_UGT84A24_ANN02877.1	Pgra_PgUGT84A24_ANN02877.1	UGT_structures/Pgra_UGT84A24_ANN02877.1/AF-A0A193AU77-F1-model_v6.pdb	UGT_structures/Pgra_UGT84A24_ANN02877.1/Pgra_UGT84A24_ANN02877.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenolic acids (C6-C1)
Pgra_UGT95B2_AZB52139.1	Pgra_PgUGT95B2_AZB52139.1	UGT_structures/Pgra_UGT95B2_AZB52139.1/AF-A0A3G6VDW1-F1-model_v6.pdb	UGT_structures/Pgra_UGT95B2_AZB52139.1/Pgra_UGT95B2_AZB52139.1_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids;Phenolic acids (C6-C1);Phenylpropanoids (C6-C3);Stilbenoids
Phyb_1_AHH24343.1	Phyb_PH1_AHH24343.1	UGT_structures/Phyb_1_AHH24343.1/AF-A0A023J869-F1-model_v6.pdb	UGT_structures/Phyb_1_AHH24343.1/Phyb_1_AHH24343.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Phyb_ANS_-	Phyb_PhANS_-	UGT_structures/Phyb_ANS_-/AF-P51092-F1-model_v6.pdb	UGT_structures/Phyb_ANS_-/Phyb_ANS_-_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Phyb_F3GalTase_AAD55985.1	Phyb_F3GalTase_AAD55985.1	UGT_structures/Phyb_F3GalTase_AAD55985.1/AF-Q9SBQ8-F1-model_v6.pdb	UGT_structures/Phyb_F3GalTase_AAD55985.1/Phyb_F3GalTase_AAD55985.1_function_logits_structure_steps10.pt	UDP-Gal;UDP-glucose	hexose	UDP	Flavonoids
Phyb_PGT8_BAA89008.1	Phyb_PGT8_BAA89008.1	UGT_structures/Phyb_PGT8_BAA89008.1/AF-Q9SBQ3-F1-model_v6.pdb	UGT_structures/Phyb_PGT8_BAA89008.1/Phyb_PGT8_BAA89008.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Phyb_UGT707B1_ACU00619.1	Phyb_UGT707B1_ACU00619.1	UGT_structures/Phyb_UGT707B1_ACU00619.1/AF-C7B178-F1-model_v6.pdb	UGT_structures/Phyb_UGT707B1_ACU00619.1/Phyb_UGT707B1_ACU00619.1_function_logits_structure_steps10.pt				Flavonoids
Phyb_UGT79B31_BBE29003.1	Phyb_UGT79B31_BBE29003.1	UGT_structures/Phyb_UGT79B31_BBE29003.1/AF-A0A2Z6FLE1-F1-model_v6.pdb	UGT_structures/Phyb_UGT79B31_BBE29003.1/Phyb_UGT79B31_BBE29003.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids
Plob_UGT13_AGZ84546.1	Plob_PlUGT13_AGZ84546.1	UGT_structures/Plob_UGT13_AGZ84546.1/AF-A0A067YBQ3-F1-model_v6.pdb	UGT_structures/Plob_UGT13_AGZ84546.1/Plob_UGT13_AGZ84546.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Plob_UGT15_AMQ26113.1	Plob_PlUGT15_AMQ26113.1	UGT_structures/Plob_UGT15_AMQ26113.1/AF-A0A172J2C9-F1-model_v6.pdb	UGT_structures/Plob_UGT15_AMQ26113.1/Plob_UGT15_AMQ26113.1_function_logits_structure_steps10.pt				Isoflavonoids
Plob_UGT1_AGZ84545.1	Plob_PlUGT1_AGZ84545.1	UGT_structures/Plob_UGT1_AGZ84545.1/AF-A0A067YB04-F1-model_v6.pdb	UGT_structures/Plob_UGT1_AGZ84545.1/Plob_UGT1_AGZ84545.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Isoflavonoids
Plob_UGT2_AMQ26112.1	Plob_PlUGT2_AMQ26112.1	UGT_structures/Plob_UGT2_AMQ26112.1/AF-A0A172J2D0-F1-model_v6.pdb	UGT_structures/Plob_UGT2_AMQ26112.1/Plob_UGT2_AMQ26112.1_function_logits_structure_steps10.pt				Flavonoids;Isoflavonoids
Plob_UGT4_AZZ70622.1	Plob_PlUGT4_AZZ70622.1	UGT_structures/Plob_UGT4_AZZ70622.1/AF-A0A3T0U426-F1-model_v6.pdb	UGT_structures/Plob_UGT4_AZZ70622.1/Plob_UGT4_AZZ70622.1_function_logits_structure_steps10.pt				Isoflavonoids
Plob_UGT57_AZZ70623.1	Plob_PlUGT57_AZZ70623.1	UGT_structures/Plob_UGT57_AZZ70623.1/AF-A0A3T0U428-F1-model_v6.pdb	UGT_structures/Plob_UGT57_AZZ70623.1/Plob_UGT57_AZZ70623.1_function_logits_structure_steps10.pt				Isoflavonoids
Plun_ZOG1_AAD04166.1	Plun_ZOG1_AAD04166.1	UGT_structures/Plun_ZOG1_AAD04166.1/AF-Q9ZSK5-F1-model_v6.pdb	UGT_structures/Plun_ZOG1_AAD04166.1/Plun_ZOG1_AAD04166.1_function_logits_structure_steps10.pt				Pseudoalkaloids
Pnot_UGT33_UXM20057.1	Pnot_PnUGT33_UXM20057.1	UGT_structures/Pnot_UGT33_UXM20057.1/AF-A0A977WMQ6-F1-model_v6.pdb	UGT_structures/Pnot_UGT33_UXM20057.1/Pnot_UGT33_UXM20057.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Triterpenoids
Pper_UGT78A1_AFP90753.1	Pper_PpUGT78A1_AFP90753.1	UGT_structures/Pper_UGT78A1_AFP90753.1/AF-J7H3K6-F1-model_v6.pdb	UGT_structures/Pper_UGT78A1_AFP90753.1/Pper_UGT78A1_AFP90753.1_function_logits_structure_steps10.pt				Flavonoids
Pper_UGT78A1_ONI27510.1	Pper_PpUGT78A1_ONI27510.1	UGT_structures/Pper_UGT78A1_ONI27510.1/AF-A0A251QVL9-F1-model_v6.pdb	UGT_structures/Pper_UGT78A1_ONI27510.1/Pper_UGT78A1_ONI27510.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Pper_UGT78A2_ONI27509.1	Pper_PpUGT78A2_ONI27509.1	UGT_structures/Pper_UGT78A2_ONI27509.1/AF-A0A251QUJ4-F1-model_v6.pdb	UGT_structures/Pper_UGT78A2_ONI27509.1/Pper_UGT78A2_ONI27509.1_function_logits_structure_steps10.pt				Flavonoids
Pper_UGT78T3_ONI25885.1	Pper_PpUGT78T3_ONI25885.1	UGT_structures/Pper_UGT78T3_ONI25885.1/AF-M5X0Z6-F1-model_v6.pdb	UGT_structures/Pper_UGT78T3_ONI25885.1/Pper_UGT78T3_ONI25885.1_function_logits_structure_steps10.pt				Flavonoids
Pper_UGT85A2_ONI35165.1	Pper_PpUGT85A2_ONI35165.1	UGT_structures/Pper_UGT85A2_ONI35165.1/AF-M5Y2Y6-F1-model_v6.pdb	UGT_structures/Pper_UGT85A2_ONI35165.1/Pper_UGT85A2_ONI35165.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Monoterpenoids
Pper_UGT91AK6_ONI23204.1	Pper_PpUGT91AK6_ONI23204.1	UGT_structures/Pper_UGT91AK6_ONI23204.1/AF-M5XCB2-F1-model_v6.pdb	UGT_structures/Pper_UGT91AK6_ONI23204.1/Pper_UGT91AK6_ONI23204.1_function_logits_structure_steps10.pt				Flavonoids
Pper_UGT_ONH99056.1	Pper_NA_ONH99056.1	UGT_structures/Pper_UGT_ONH99056.1/AF-M5VZ50-F1-model_v6.pdb	UGT_structures/Pper_UGT_ONH99056.1/Pper_UGT_ONH99056.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenylethanoids (C6-C2)
Pper_UGT_ONI02307.1	Pper_NA_ONI02307.1	UGT_structures/Pper_UGT_ONI02307.1/AF-A0A251NSJ9-F1-model_v6.pdb	UGT_structures/Pper_UGT_ONI02307.1/Pper_UGT_ONI02307.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenylethanoids (C6-C2)
Pper_UGT_ONI02309.1	Pper_NA_ONI02309.1	UGT_structures/Pper_UGT_ONI02309.1/AF-M5W6P5-F1-model_v6.pdb	UGT_structures/Pper_UGT_ONI02309.1/Pper_UGT_ONI02309.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Phenylethanoids (C6-C2)
Pqui_3_O_UGT2_ALE15280	Pqui_Pq3_O_UGT2_ALE15280	UGT_structures/Pqui_3_O_UGT2_ALE15280/AF-A0A0M4ME80-F1-model_v6.pdb	UGT_structures/Pqui_3_O_UGT2_ALE15280/Pqui_3_O_UGT2_ALE15280_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	
Prad_GT34B_AHC98116.1	Prad_PrGT34B_AHC98116.1	UGT_structures/Prad_GT34B_AHC98116.1/AF-X2CZ83-F1-model_v6.pdb	UGT_structures/Prad_GT34B_AHC98116.1/Prad_GT34B_AHC98116.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-Gal	hexose;pentose	UDP	
Psat_UGT_AAB88408.1	Psat_UGT_NA_AAB88408_1_AAB88408.1	UGT_structures/Psat_UGT_AAB88408.1/AF-O04300-F1-model_v6.pdb	UGT_structures/Psat_UGT_AAB88408.1/Psat_UGT_AAB88408.1_function_logits_structure_steps10.pt	GDP-D-glucose;GDP-D-mannose;UDP-D-Mannose;UDP-glucose	hexose	GDP;UDP	Phenolic acids (C6-C1);Small peptides;Stilbenoids;Tryptophan alkaloids
Psat_UGT_CAA61268.1	Psat_NA_CAA61268.1	UGT_structures/Psat_UGT_CAA61268.1/AF-Q43092-F1-model_v6.pdb	UGT_structures/Psat_UGT_CAA61268.1/Psat_UGT_CAA61268.1_function_logits_structure_steps10.pt	GDP-D-glucose;GDP-D-mannose;UDP - Xyl;UDP-D-Mannose;UDP-Rha;UDP-glucose	hexose;pentose	GDP;UDP	Flavonoids;Saccharides
Ptae_GT34B_CAI11450.1	Ptae_PtGT34B_CAI11450.1	UGT_structures/Ptae_GT34B_CAI11450.1/AF-Q5TIN4-F1-model_v6.pdb	UGT_structures/Ptae_GT34B_CAI11450.1/Ptae_GT34B_CAI11450.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-Gal	hexose;pentose	UDP	
Ptae_GT34D_DAA64594.1	Ptae_PtGT34D_DAA64594.1	UGT_structures/Ptae_GT34D_DAA64594.1/AF-X5MBL2-F1-model_v6.pdb	UGT_structures/Ptae_GT34D_DAA64594.1/Ptae_GT34D_DAA64594.1_function_logits_structure_steps10.pt	UDP - Xyl;UDP-Gal	hexose;pentose	UDP	
Ptom_oUGT76C1_1_KAG6760154.1	Ptom_PtoUGT76C1_1_KAG6760154.1	UGT_structures/Ptom_oUGT76C1_1_KAG6760154.1/AF-A0A8X7YZC3-F1-model_v6.pdb	UGT_structures/Ptom_oUGT76C1_1_KAG6760154.1/Ptom_oUGT76C1_1_KAG6760154.1_function_logits_structure_steps10.pt				Pseudoalkaloids
Ptri_UGT_1_PNT52416.1	Ptri_UGT_1_PNT52416.1	UGT_structures/Ptri_UGT_1_PNT52416.1/AF-B9GLY2-F1-model_v6.pdb	UGT_structures/Ptri_UGT_1_PNT52416.1/Ptri_UGT_1_PNT52416.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Fatty Acids and Conjugates;Phenolic acids (C6-C1)
Ptri_UGT_26_PNS95347.1	Ptri_UGT_26_PNS95347.1	UGT_structures/Ptri_UGT_26_PNS95347.1/AF-B9IJF1-F1-model_v6.pdb	UGT_structures/Ptri_UGT_26_PNS95347.1/Ptri_UGT_26_PNS95347.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Lignans;Phenylethanoids (C6-C2)
Ptri_UGT_34_PNT00879.1	Ptri_UGT_34_PNT00879.1	UGT_structures/Ptri_UGT_34_PNT00879.1/AF-B9IEM5-F1-model_v6.pdb	UGT_structures/Ptri_UGT_34_PNT00879.1/Ptri_UGT_34_PNT00879.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Phenylethanoids (C6-C2)
Ptri_UGT_40_PNS93592.1	Ptri_UGT_40_PNS93592.1	UGT_structures/Ptri_UGT_40_PNS93592.1/AF-B9IM25-F1-model_v6.pdb	UGT_structures/Ptri_UGT_40_PNS93592.1/Ptri_UGT_40_PNS93592.1_function_logits_structure_steps10.pt	UDP-glucose	hexose	UDP	Flavonoids;Phenylethanoids (C6-C2)
